username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2020-04-24 06:21;0;0;"Global Chocolate sin azucar Market 2020 Analisis De Impacto Covid-19 E Impactos Economicos ... https://ift.tt/2x35xAo # stevia # sinazucar";;;# #;"1253494236399521797";https://twitter.com/Stevia_/status/1253494236399521797
;2020-04-24 06:21;0;0;"A todo nuestro personal de salud, # HeroesSinCapa que día a día se levantan para sacar adelante a nuestro país y su gente, combatiendo la pandemia del # COVID19. ¡Superamos el veto! @ ARENAOFICIAL lo prometió y cumplió, no están solos en esta batalla. # JuntosSaldremosAdelantepic.twitter.com/TsYZkabKSL";;@;# # #;"1253494236256899072";https://twitter.com/ChiconeRivera/status/1253494236256899072
;2020-04-24 06:21;0;0;"About to inject this into my bloodstream to vaccinate me from COVID-19. Thank you!";;;;"1253494235858235392";https://twitter.com/DisappeariodDX/status/1253494235858235392
;2020-04-24 06:21;0;0;"Prometeu também a cura do COVID-19. https://twitter.com/futebol_info/status/1253493056302714882 …";;;;"1253494235770368006";https://twitter.com/mdalessandrorj/status/1253494235770368006
;2020-04-24 06:21;0;0;"23-04: 4.3% inc in deaths due COVID19 22-04: 4.2% 21-04: 4.6% 20-04: 3.5% 19-04: 3.2% 18-04: 4.2% 17-04: 5.6% 16-04: 4.5% 15-04: 5.1% 14-04: 4.5% 13-04: 3.5% 12-04: 3.5% 11-04: 3.9% 10-04: 4.5% 09-04: 4.7% 08-04: 4.1% 07-04: 4.8% 06-04: 3.4% 05-04: 3.1% 04-04: 3.5% 03-04: 3.8% https://twitter.com/vwpeetso/status/1253127558427668483 …";;;;"1253494235434676225";https://twitter.com/VWPeetso/status/1253494235434676225
;2020-04-24 06:21;0;0;"#Islami University Bahawalpur #Donates 7 millions rupees for PM COVID 19 Relief fund I appreciate VC of IUB pic.twitter.com/zc3em4JwO6";;;#Islami #Donates;"1253494235170553857";https://twitter.com/DrGhani14/status/1253494235170553857
;2020-04-24 06:21;0;0;"Are companies going to be adding a disclaimer that their product shouldn’t be digested or injected to cure # COVID19? Asking for the Darwins of the world # DrDarwinTrump";;;# #;"1253494234297982976";https://twitter.com/DanNickel/status/1253494234297982976
;2020-04-24 06:21;0;0;"จุฬา สุขมานพ ผู้อำนวยการ กพท. ระบุ สายการบินที่จะกลับมาบินวัน 1 พ.ค. นี้ จะต้องขายแบบที่เว้นที่ ซึ่งจะทำให้แต่ละสายการบินขายตั๋วได้น้อย ซึ่งอาจจะต้องมีการปรับราคา แต่ทางกพท.ก็มีการกำหนดเพดานราคาไว้ # PPTVHD36 # ช่อง36 # โชว์ข่าว36 # COVID # โควิด # COVID19 # โควิด19 # เราจะไม่ทิ้งกัน";;;# # # # # # # #;"1253494234126012416";https://twitter.com/PPTVHD36/status/1253494234126012416
;2020-04-24 06:21;0;0;"Not so long ago this look would have been menacing # covid19 # facemask https://instagr.am/p/B_WD2hzJAM9/ pic.twitter.com/EFnmCQBvKG";;;# #;"1253494233698369538";https://twitter.com/PhidMcAwesome/status/1253494233698369538
;2020-04-24 06:21;0;0;"Hope everyone is watching and learning from this absolutely riveting timeline story of # COVID19's journey in the USA, explained in way only Rachel could on # trms # Maddow";;;# # #;"1253494233274540034";https://twitter.com/44Neha/status/1253494233274540034
;2020-04-24 06:21;0;0;"108 new cases of # COVID19 have been reported; 78 in Lagos 14 in FCT 5 in Ogun 4 in Gombe 3 Borno 2 in Akwa Ibom 1 in Kwara 1 in Plateau As at 11:30 pm 23rd April there are 981 confirmed cases of # COVID19 reported in Nigeria Plateau state register 1st case";;;# #;"1253494232683347976";https://twitter.com/dontellavo/status/1253494232683347976
;2020-04-24 06:21;0;0;"I'm attending a @ theactionnet event: Sunrise Bay Area Earth Week: Calling for Change – Support a People’s Bailout for COVID-19 Recovery. RSVP here: https://actionnetwork.org/events/sunrise-bay-area-earth-week-calling-for-change-support-a-peoples-bailout-for-covid-19-recovery?source=twitter& …";;@;;"1253494232326823937";https://twitter.com/LMacDonaldDC/status/1253494232326823937
;2020-04-24 06:21;0;0;"Descobrimos que um grande amigo meu tá com COVID-19, ele é novo, saudável, creio que vá se recuperar, mas como sempre, zoamos e brincamos pra destruir, como sempre digo "temos que rir na cara da desgraça"";;;;"1253494231248887819";https://twitter.com/sxowz/status/1253494231248887819
;2020-04-24 06:21;0;0;""Forget testing, ventilators, and PPE. Donald Trump’s big plan to beat COVID-19 involved distributing millions of doses of an unproven drug. Behind the scenes, senior administration officials pushed hard to bend the rules and back up his boasts." https://www.vanityfair.com/news/2020/04/internal-documents-reveal-team-trumps-chloroquine-master-plan?utm_source=nl&utm_brand=vf&utm_mailing=VF_CH_Exclusive_042320&utm_medium=email&bxid=5c5b231a2ddf9c2e357a3936&cndid=53975006&hasha=def5d9c9eeb853d6a443f69be28dc10e&hashb=1923214bc1d43fc99e08884e24224a7e3ce445ce&hashc=52a5476e1b348b7fbc7eb615f2568572587519f562a51ddfc8cf950c2420584a&esrc=archive-logins&utm_campaign=VF_CH_Exclusive_042320&utm_term=VYF_Cocktail_Hour …";;;;"1253494230875586562";https://twitter.com/HalMarshall2309/status/1253494230875586562
;2020-04-24 06:21;0;0;"State Hwy 1 north of Auckland is humming along with cars, the most cars I have seen since before Lockdown. Kiwis are clearly not worried about COVID19 or the 'home detention' rules. GOOD! Bugger this dumb as hell lockdown.";;;;"1253494230816747521";https://twitter.com/NZSilentRage/status/1253494230816747521
;2020-04-24 06:21;0;0;"We’re coming up to 49,000 deaths in the United States from # COVID19. “And again, when you have 15 people, and the 15 within a couple of days is going to be down to close to zero, that’s a pretty good job we’ve done.” @ realDonaldTrump, February 26, 2020 # Maddow # LastWord # MSNBC";;@;# # # #;"1253494230707769348";https://twitter.com/daviddunn177/status/1253494230707769348
;2020-04-24 06:21;0;0;"Covid-19 desmoraliza estado mínimo https://www.brasil247.com/blog/covid-19-desmoraliza-estado-minimo?amp#.XqI_FdLwxGM.twitter …";;;#;"1253494230355451904";https://twitter.com/marioscand/status/1253494230355451904
;2020-04-24 06:21;0;0;"69 year old Cancer survivor with an IT guy in his basement in a NY/NJ area hit hard by COVID-19. But way to go confirming how big of a douche most people assume you to be.";;;;"1253494229617295364";https://twitter.com/chazbertrand/status/1253494229617295364
;2020-04-24 06:21;0;0;"# SANAGSTSA. RICARDO ROMERO DIR. HOSPITAL SANAGASTA "DESCARTAMOS COVID-19 ,EL PROTOCOLO QUE SE ACTIVA ES DE ACCION PARA REALIZAR ESTUDIOS Y DESCARTAR PATOLOGIA, DE ESTA MANERA SE DESCARTA COVID-19 A LA MUJER DE 82 AÑOS POR NO HABER UN NEXO DE CONTAGIO, SOLO SERIA UN RESFRIO." pic.twitter.com/kaahG0iPkF";;;#;"1253494226513428482";https://twitter.com/mariomercadoa/status/1253494226513428482
;2020-04-24 06:21;0;0;"Presiden Joko Widodo menunda Pekan Olaharga Nasional atau PON 2020 Papua menjadi Oktober 2021. Penundaan ini karena wabah virus Corona atau Covid-19 yang menyerang Indonesia. # PapuaSolid # Papua OPMpic.twitter.com/XUnv0ezkXV";;;# #;"1253494224768520194";https://twitter.com/SurSur07/status/1253494224768520194
;2020-04-24 06:21;0;0;"Looking to buy 40 million candle light anal probes? # MAGAROLLERCOASTER # COVID19 # Trumphttps://twitter.com/NYHammond/status/1253456054920384512 …";;;# # #;"1253494224437346305";https://twitter.com/NightTerran/status/1253494224437346305
;2020-04-24 06:21;0;0;"@ covidmedic Here’s a Traditional Chinese Medicine perspective on # covid19 from acupuncturist Adam Atman. “...It is interesting to reflect on some of the ways in which many epidemics were dealt with by the Daoists in first and second century China.” https://www.facebook.com/100002219988748/posts/3156412347776067/ …";;@;#;"1253494223711678472";https://twitter.com/nick_routledge/status/1253494223711678472
;2020-04-24 06:21;0;0;"Mr. President!!!!! @ realDonaldTrump @ MELANIATRUMP @ RudyGiuliani @ PressSec @ JennaEllisEsq AMERICAN PEOPLE WATCH @ BILLGATES GIVING A LECTURE ABOUT HOW HE SEES A WAY TO EXTRACT THE GENES THAT "CAUSE" PEOPLE TO BE RELIGIOUS. https://youtu.be/Jbv2G_19Vak # MAGA # MAGA2020 # ID2020 # COVID19";;@ @ @ @ @ @;# # # #;"1253494223346728962";https://twitter.com/ViKu1111/status/1253494223346728962
;2020-04-24 06:21;0;0;"What if I swallow a urinal cake? Will that protect me from COVID-19?";;;;"1253494223162277888";https://twitter.com/JayThurberShow/status/1253494223162277888
;2020-04-24 06:21;0;0;"I didn't think I'd have to tweet something like this, but I'm shocked at the number of smart people close to me who have somehow convinced themselves they already had COVID-19 months ago, even though their specific situations make it hugely unlikely.";;;;"1253494222063165440";https://twitter.com/keithcalder/status/1253494222063165440
;2020-04-24 06:21;0;0;"http://vaka.me/994936 vamos ajudar quem realmente precisa nossas comunidades,pessoas com menos acesso a prevenção vamos ajudar a todos na prevenção do covid-19 e também fazer algumas sextas basicas pros mais carentes # FicaEmCasa";;;#;"1253494221782355969";https://twitter.com/Solidar03154282/status/1253494221782355969
;2020-04-24 06:21;0;0;"COVID 19 a Pomaretto. L'ASLTO3 non smentisce quanto pubblicato da Voce Pinerolese | Voce Pinerolese http://www.vocepinerolese.it/articoli/2020-04-23/covid-19-pomaretto-laslto3-non-smentisce-quanto-pubblicato-da-voce-pinerolese-18361 …";;;;"1253494221509726208";https://twitter.com/ToninoPiesco/status/1253494221509726208
;2020-04-24 06:21;0;0;"Glad the virtual # FfDForum can be convened to promote financing for sustainable development in the context of # COVID19. # IniDiplomasi # IndonesianWayhttps://twitter.com/indonesiaunny/status/1253492847233380352 …";;;# # # #;"1253494220276609024";https://twitter.com/DTDjani/status/1253494220276609024
;2020-04-24 06:21;0;0;"How to Build a Covid-19 App with privacy https://www.iunera.com/kraken/open-big-data-science/open-source/privacy-coronavirus-bluetooth-tracking-blockchain-app/ …";;;;"1253494220264034304";https://twitter.com/DaddyKrakenProd/status/1253494220264034304
;2020-04-24 06:21;0;0;"# CoronavirusVeracruz # Estrés, # depresión, ansiedad y miedo a enfermarse son algunos efectos colaterales que se están agudizando en algunas personas debido al confinamiento a causa del # covid-19https://veracruz.lasillarota.com/estados/la-salud-mental-otro-efecto-colateral-de-la-cuarentena-depresion-ansiedad-miedo-confinamiento/384355 …";;;# # # #;"1253494219378847745";https://twitter.com/LSRVeracruz/status/1253494219378847745
;2020-04-24 06:21;0;0;"Indonesia Bans Air, Sea Travel Until June Over COVID-19 Fears https://www.vi-mtalentassist.com/trending-news/indonesia-bans-air-sea-travel-until-june-over-covid-19-fears/ …pic.twitter.com/TCOleywgnx";;;;"1253494218925826048";https://twitter.com/ViMTalentassist/status/1253494218925826048
;2020-04-24 06:21;0;0;"Contrary to Presidential ideas, I ask my friends to please not inject disinfectants into their bodies. Maybe jump in the tanning bed though? # COVID19";;;#;"1253494218192031746";https://twitter.com/colbyhooper/status/1253494218192031746
;2020-04-24 06:21;0;0;"...this should have been made mandatory yesterday or a month ago. This unmasked woman would not have been allowed in the store. # COVID19 # COVIDIOTS";;;# #;"1253494217726402563";https://twitter.com/ramfonseca/status/1253494217726402563
;2020-04-24 06:21;0;0;"Ya lo has dicho! En el marco de un contrato. Hablemos de la situación nacional con relación a las elecciones. La llegada del Covid-19 a la RD pudo ser confirmada ejidal y retardada con medidas muy simples y oportunas!";;;;"1253494215616729095";https://twitter.com/Caguiar77/status/1253494215616729095
;2020-04-24 06:21;0;0;"# quote # beatsmiff # beatmaker # quotes # covid-19 # hiphop # producer https://instagr.am/p/B_WD6uwhBUD/ pic.twitter.com/9RPSPG6cZz";;;# # # # # # #;"1253494214597455875";https://twitter.com/LofteeIT/status/1253494214597455875
;2020-04-24 06:21;0;0;"Today's top # COVID19 headlines for # Bali: Get comfy: All flights & ferries in # Indonesia cancelled untl June 1 + PLN sets up WhatsApp payments for post-paid accounts + Gianyar's GDP contracts 1.2% in Q1 + "Covid-19 Kills # Kuta" + more! # covid19indonesiahttps://covid19bali.substack.com/p/friday-april-24 …";;;# # # # #;"1253494214392000512";https://twitter.com/zax2000/status/1253494214392000512
;2020-04-24 06:21;0;0;"We have a suspicion who our # secretadmirer is & are grateful! Several notes turned up at multiple buildings today where staff continues to work diligently to provide important local services. Kudos to public safety & our IT staff especially! # COVID19 # teamsobopic.twitter.com/I5Z1G7rArL";;;# # #;"1253494214215847937";https://twitter.com/17common/status/1253494214215847937
;2020-04-24 06:21;0;0;"# mequedoencasaviendoSIN Y porque esas 45 mil personas andan sueltas todavia? Asi como retienen los vehiculos durante el toque, retengan a las personas infractoras. Eso si, sin derecho a atencion medica si contraen Covid19. Eso no era lo que querian, cojan shi.";;;#;"1253494214018686977";https://twitter.com/SandraP69751646/status/1253494214018686977
;2020-04-24 06:21;0;0;"Comunicado Técnico Diario: Nuevo Coronavirus en el Mundo # COVID19 | 23 de abril de 2020 pic.twitter.com/Ews0JxiErH";;;#;"1253494213901266946";https://twitter.com/ISSSTE_mx/status/1253494213901266946
;2020-04-24 06:21;0;0;"11 RW Kelurahan Jati Terima Bantuan Paket Bansos DKI Jakarta⁣ ⁣ Pemerintah Provinsi DKI Jakarta melakukan pendistribusian bantuan sosial (bansos) untuk warga terdampak virus corona atau Coronavirus Disease (COVID-19)… https://www.instagram.com/p/B_WFBvFJsu7/?igshid=ckxhe7w9nbhx …";;;;"1253494213859213324";https://twitter.com/kominfotik_jt/status/1253494213859213324
;2020-04-24 06:21;0;0;"Fast path for recovery is when everyone wears a MASK @ jimcramer # mask # COVID19 https://twitter.com/benioff/status/1246218952805507072 …";;@;# #;"1253494212693233664";https://twitter.com/AsiaAlphaPE/status/1253494212693233664
;2020-04-24 06:21;0;0;"Let him know what you think. # PizzaGate # Patriots # QAnon # Q2020 # COVID19 pic.twitter.com/KDKDF9aIwV";;;# # # # #;"1253494212684906496";https://twitter.com/jonwpm/status/1253494212684906496
;2020-04-24 06:21;0;0;"We were told this was worse than the flu which still recorded more deaths to date in this past flu season even though the CDC instructed medical personnel to start counting influenza,heart disease,pulmonary,respiratory, drug overdose,& possibly car crash deaths as COVID19 deaths.";;;;"1253494212571598849";https://twitter.com/MariaB45911657/status/1253494212571598849
;2020-04-24 06:21;0;0;"If you REALLY want the truth about this whole COVID 19 fiasco, you should be watching OAN!";;;;"1253494212156436487";https://twitter.com/AmericaFree1/status/1253494212156436487
;2020-04-24 06:21;0;0;"Lunghi habló de crisis sanitaria pero fundamentalmente económica en la comuna. La oposición y el Sindicato municipal desconfían de los números. ¿Se terminó la tregua covid-19?";;;;"1253494211976089600";https://twitter.com/GLiggerini/status/1253494211976089600
;2020-04-24 06:21;0;0;"First look at the outcomes of COVID-19 patients in NY hospitals https://upmytech.com/2020/04/23/18/first-look-at-the-outcomes-of-covid-19-patients-in-ny-hospitals/ …pic.twitter.com/8jDGpGozdR";;;;"1253494211657244672";https://twitter.com/UpMyTech/status/1253494211657244672
